Qualitative chat request with single message: {
  userId: '1',
  messagePreview: 'am i taking enough zinc?...',
  timestamp: '2025-03-10T07:49:33.178Z'
}
Qualitative chat request: { userId: 1, messageCount: 1, timestamp: '2025-03-10T07:49:33.179Z' }
info: Processing chunk: {"chunkLength":7,"preview":" energy","timestamp":"2025-03-10T07:49:34.774Z"}
info: Processing chunk: {"chunkLength":7,"preview":" levels","timestamp":"2025-03-10T07:49:34.775Z"}
info: Processing chunk: {"chunkLength":1,"preview":",","timestamp":"2025-03-10T07:49:34.806Z"}
info: Processing chunk: {"chunkLength":3,"preview":" or","timestamp":"2025-03-10T07:49:34.806Z"}
info: Processing chunk: {"chunkLength":8,"preview":" overall","timestamp":"2025-03-10T07:49:34.824Z"}
info: Processing chunk: {"chunkLength":5,"preview":" well","timestamp":"2025-03-10T07:49:34.824Z"}
info: Processing chunk: {"chunkLength":6,"preview":"-being","timestamp":"2025-03-10T07:49:34.851Z"}
info: Processing chunk: {"chunkLength":6,"preview":" since","timestamp":"2025-03-10T07:49:34.851Z"}
info: Processing chunk: {"chunkLength":4,"preview":" you","timestamp":"2025-03-10T07:49:34.867Z"}
info: Processing chunk: {"chunkLength":6,"preview":" began","timestamp":"2025-03-10T07:49:34.868Z"}
info: Processing chunk: {"chunkLength":7,"preview":" taking","timestamp":"2025-03-10T07:49:34.890Z"}
info: Processing chunk: {"chunkLength":3,"preview":" it","timestamp":"2025-03-10T07:49:34.890Z"}
info: Processing chunk: {"chunkLength":3,"preview":"?\n\n","timestamp":"2025-03-10T07:49:34.916Z"}
info: Processing chunk: {"chunkLength":13,"preview":"Understanding","timestamp":"2025-03-10T07:49:34.917Z"}
info: Processing chunk: {"chunkLength":5,"preview":" your","timestamp":"2025-03-10T07:49:34.943Z"}
info: Processing chunk: {"chunkLength":11,"preview":" experience","timestamp":"2025-03-10T07:49:34.943Z"}
info: Processing chunk: {"chunkLength":4,"preview":" and","timestamp":"2025-03-10T07:49:34.965Z"}
info: Processing chunk: {"chunkLength":6,"preview":" goals","timestamp":"2025-03-10T07:49:34.965Z"}
info: Processing chunk: {"chunkLength":4,"preview":" can","timestamp":"2025-03-10T07:49:35.036Z"}
info: Processing chunk: {"chunkLength":8,"preview":" provide","timestamp":"2025-03-10T07:49:35.036Z"}
info: Processing chunk: {"chunkLength":5,"preview":" more","timestamp":"2025-03-10T07:49:35.051Z"}
info: Processing chunk: {"chunkLength":8,"preview":" clarity","timestamp":"2025-03-10T07:49:35.051Z"}
info: Processing chunk: {"chunkLength":3,"preview":" on","timestamp":"2025-03-10T07:49:35.072Z"}
info: Processing chunk: {"chunkLength":8,"preview":" whether","timestamp":"2025-03-10T07:49:35.072Z"}
info: Processing chunk: {"chunkLength":5,"preview":" your","timestamp":"2025-03-10T07:49:35.141Z"}
info: Processing chunk: {"chunkLength":5,"preview":" zinc","timestamp":"2025-03-10T07:49:35.141Z"}
info: Processing chunk: {"chunkLength":7,"preview":" intake","timestamp":"2025-03-10T07:49:35.149Z"}
info: Processing chunk: {"chunkLength":3,"preview":" is","timestamp":"2025-03-10T07:49:35.149Z"}
info: Processing chunk: {"chunkLength":11,"preview":" sufficient","timestamp":"2025-03-10T07:49:35.197Z"}
info: Processing chunk: {"chunkLength":4,"preview":" for","timestamp":"2025-03-10T07:49:35.197Z"}
info: Processing chunk: {"chunkLength":4,"preview":" you","timestamp":"2025-03-10T07:49:35.222Z"}
info: Processing chunk: {"chunkLength":1,"preview":"!","timestamp":"2025-03-10T07:49:35.222Z"}
info: Stream completed: {"timestamp":"2025-03-10T07:49:35.227Z","totalLength":496}
